Object Count,Block Material,X-Coordinate,Y-coordinate,Z-Coordinate
15475,"Wool, Brown",9,20,40
15476,"Wool, Brown",9,21,40
15477,"Wool, Brown",9,-1,41
15478,"Wool, Brown",9,0,41
15479,"Wool, Brown",9,1,41
15480,"Wool, Brown",9,2,41
15481,"Wool, Brown",9,3,41
15482,"Wool, Brown",9,4,41
15483,"Wool, Brown",9,5,41
15484,"Wool, Brown",9,6,41
15485,"Wool, Brown",9,7,41
15486,"Wool, Brown",9,8,41
15487,"Wool, Brown",9,9,41
15488,"Wool, Brown",9,10,41
15489,"Wool, Brown",9,11,41
15490,"Wool, Brown",9,12,41
15491,"Wool, Brown",9,13,41
15492,"Wool, Brown",9,14,41
15493,"Wool, Brown",9,15,41
15494,"Wool, Brown",9,16,41
15495,"Wool, Brown",9,17,41
15496,"Wool, Brown",9,18,41
15497,"Wool, Brown",9,19,41
15498,"Wool, Brown",9,20,41
15499,"Wool, Brown",9,21,41
15500,"Wool, Brown",9,-1,42
15501,"Wool, Brown",9,0,42
15502,"Wool, Brown",9,1,42
15503,"Wool, Brown",9,2,42
15504,"Wool, Brown",9,3,42
15505,"Wool, Brown",9,4,42
15506,"Wool, Brown",9,5,42
15507,"Wool, Brown",9,6,42
15508,"Wool, Brown",9,7,42
15509,"Wool, Brown",9,8,42
15510,"Wool, Brown",9,9,42
15511,"Wool, Brown",9,10,42
15512,"Wool, Brown",9,11,42
15513,"Wool, Brown",9,12,42
15514,"Wool, Brown",9,13,42
15515,"Wool, Brown",9,14,42
15516,"Wool, Brown",9,15,42
15517,"Wool, Brown",9,16,42
15518,"Wool, Brown",9,17,42
15519,"Wool, Brown",9,18,42
15520,"Wool, Brown",9,19,42
15521,"Wool, Brown",9,20,42
15522,"Wool, Brown",9,21,42
15523,"Wool, Brown",9,-1,43
15524,"Wool, Brown",9,0,43
15525,"Wool, Brown",9,1,43
15526,"Wool, Brown",9,2,43
15527,"Wool, Brown",9,3,43
15528,"Wool, Brown",9,4,43
15529,"Wool, Brown",9,5,43
15530,"Wool, Brown",9,6,43
15531,"Wool, Brown",9,7,43
15532,"Wool, Brown",9,8,43
15533,"Wool, Brown",9,9,43
15534,"Wool, Brown",9,10,43
15535,"Wool, Brown",9,11,43
15536,"Wool, Brown",9,12,43
15537,"Wool, Brown",9,13,43
15538,"Wool, Brown",9,14,43
15539,"Wool, Brown",9,15,43
15540,"Wool, Brown",9,16,43
15541,"Wool, Brown",9,17,43
15542,"Wool, Brown",9,18,43
15543,"Wool, Brown",9,19,43
15544,"Wool, Brown",9,20,43
15545,"Wool, Brown",9,21,43
15546,"Wool, Brown",9,-1,44
15547,"Wool, Brown",9,0,44
15548,"Wool, Brown",9,1,44
15549,"Wool, Brown",9,2,44
15550,"Wool, Brown",9,3,44
15551,"Wool, Brown",9,4,44
15552,"Wool, Brown",9,5,44
15553,"Wool, Brown",9,6,44
15554,"Wool, Brown",9,7,44
15555,"Wool, Brown",9,8,44
15556,"Wool, Brown",9,9,44
15557,"Wool, Brown",9,10,44
15558,"Wool, Brown",9,11,44
15559,"Wool, Brown",9,12,44
15560,"Wool, Brown",9,13,44
15561,"Wool, Brown",9,14,44
15562,"Wool, Brown",9,15,44
15563,"Wool, Brown",9,16,44
15564,"Wool, Brown",9,17,44
15565,"Wool, Brown",9,18,44
15566,"Wool, Brown",9,19,44
15567,"Wool, Brown",9,20,44
15568,"Wool, Brown",9,0,45
15569,"Wool, Brown",9,1,45
15570,"Wool, Brown",9,2,45
15571,"Wool, Brown",9,3,45
15572,"Wool, Brown",9,4,45
15573,"Wool, Brown",9,5,45
15574,"Wool, Brown",9,6,45
15575,"Wool, Brown",9,7,45
15576,"Wool, Brown",9,8,45
15577,"Wool, Brown",9,9,45
15578,"Wool, Brown",9,10,45
15579,"Wool, Brown",9,11,45
15580,"Wool, Brown",9,12,45
15581,"Wool, Brown",9,13,45
15582,"Wool, Brown",9,14,45
15583,"Wool, Brown",9,15,45
15584,"Wool, Brown",9,16,45
15585,"Wool, Brown",9,17,45
15586,"Wool, Brown",9,18,45
15587,"Wool, Brown",9,19,45
15588,"Wool, Brown",9,20,45
15589,"Wool, Brown",9,0,46
15590,"Wool, Brown",9,1,46
15591,"Wool, Brown",9,2,46
15592,"Wool, Brown",9,3,46
15593,"Wool, Brown",9,4,46
15594,"Wool, Brown",9,5,46
15595,"Wool, Brown",9,6,46
15596,"Wool, Brown",9,7,46
15597,"Wool, Brown",9,8,46
15598,"Wool, Brown",9,9,46
15599,"Wool, Brown",9,10,46
15600,"Wool, Brown",9,11,46
15601,"Wool, Brown",9,12,46
15602,"Wool, Brown",9,13,46
15603,"Wool, Brown",9,14,46
15604,"Wool, Brown",9,15,46
15605,"Wool, Brown",9,16,46
15606,"Wool, Brown",9,17,46
15607,"Wool, Brown",9,18,46
15608,"Wool, Brown",9,19,46
15609,"Wool, Brown",9,1,47
15610,"Wool, Brown",9,2,47
15611,"Wool, Brown",9,3,47
15612,"Wool, Brown",9,4,47
15613,"Wool, Brown",9,5,47
15614,"Wool, Brown",9,6,47
15615,"Wool, Brown",9,7,47
15616,"Wool, Brown",9,8,47
15617,"Wool, Brown",9,9,47
15618,"Wool, Brown",9,10,47
15619,"Wool, Brown",9,11,47
15620,"Wool, Brown",9,12,47
15621,"Wool, Brown",9,13,47
15622,"Wool, Brown",9,14,47
15623,"Wool, Brown",9,15,47
15624,"Wool, Brown",9,16,47
15625,"Wool, Brown",9,17,47
15626,"Wool, Brown",9,18,47
15627,"Wool, Brown",9,2,48
15628,"Wool, Brown",9,3,48
15629,"Wool, Brown",9,4,48
15630,"Wool, Brown",9,5,48
15631,"Wool, Brown",9,6,48
15632,"Wool, Brown",9,7,48
15633,"Wool, Brown",9,8,48
15634,"Wool, Brown",9,9,48
15635,"Wool, Brown",9,10,48
15636,"Wool, Brown",9,11,48
15637,"Wool, Brown",9,12,48
15638,"Wool, Brown",9,13,48
15639,"Wool, Brown",9,14,48
15640,"Wool, Brown",9,15,48
15641,"Wool, Brown",9,16,48
15642,"Wool, Brown",9,17,48
15643,"Wool, Brown",9,3,49
15644,"Wool, Brown",9,4,49
15645,"Wool, Brown",9,5,49
15646,"Wool, Brown",9,6,49
15647,"Wool, Brown",9,7,49
15648,"Wool, Brown",9,8,49
15649,"Wool, Brown",9,9,49
15650,"Wool, Brown",9,10,49
15651,"Wool, Brown",9,11,49
15652,"Wool, Brown",9,12,49
15653,"Wool, Brown",9,13,49
15654,"Wool, Brown",9,14,49
15655,"Wool, Brown",9,15,49
15656,"Wool, Brown",9,16,49
15657,"Wool, Brown",9,4,50
15658,"Wool, Brown",9,5,50
15659,"Wool, Brown",9,6,50
15660,"Wool, Brown",9,7,50
15661,"Wool, Brown",9,8,50
15662,"Wool, Brown",9,9,50
15663,"Wool, Brown",9,10,50
15664,"Wool, Brown",9,11,50
15665,"Wool, Brown",9,12,50
15666,"Wool, Brown",9,13,50
15667,"Wool, Brown",9,14,50
15668,"Wool, Brown",9,15,50
15669,"Wool, Brown",9,5,51
15670,"Wool, Brown",9,6,51
15671,"Wool, Brown",9,7,51
15672,"Wool, Brown",9,8,51
15673,"Wool, Brown",9,9,51
15674,"Wool, Brown",9,10,51
15675,"Wool, Brown",9,11,51
15676,"Wool, Brown",9,12,51
15677,"Wool, Brown",9,13,51
15678,"Wool, Brown",9,14,51
15679,"Wool, Brown",9,6,52
15680,"Wool, Brown",9,7,52
15681,"Wool, Brown",9,8,52
15682,"Wool, Brown",9,9,52
15683,"Wool, Brown",9,10,52
15684,"Wool, Brown",9,11,52
15685,"Wool, Brown",9,12,52
15686,"Wool, Brown",9,13,52
15687,"Wool, Brown",9,7,53
15688,"Wool, Brown",9,8,53
15689,"Wool, Brown",9,9,53
15690,"Wool, Brown",9,10,53
15691,"Wool, Brown",9,11,53
15692,"Wool, Brown",9,12,53
15693,"Wool, Brown",9,8,54
15694,"Wool, Brown",9,9,54
15695,"Wool, Brown",9,10,54
15696,"Wool, Brown",9,11,54
15697,"Wool, Brown",9,10,55
15698,"Wool, Brown",9,3,24
15699,"Wool, Brown",9,3,25
15700,"Wool, Brown",9,3,26
15701,"Wool, Brown",10,9,24
15702,"Wool, Brown",10,10,24
15703,"Wool, Brown",10,7,25
15704,"Wool, Brown",10,8,25
15705,"Wool, Brown",10,9,25
15706,"Wool, Brown",10,10,25
15707,"Wool, Brown",10,11,25
15708,"Wool, Brown",10,12,25
15709,"Wool, Brown",10,13,25
15710,"Wool, Brown",10,6,26
15711,"Wool, Brown",10,7,26
15712,"Wool, Brown",10,8,26
15713,"Wool, Brown",10,9,26
15714,"Wool, Brown",10,10,26
15715,"Wool, Brown",10,11,26
15716,"Wool, Brown",10,12,26
15717,"Wool, Brown",10,13,26
15718,"Wool, Brown",10,14,26
15719,"Wool, Brown",10,5,27
15720,"Wool, Brown",10,6,27
15721,"Wool, Brown",10,7,27
15722,"Wool, Brown",10,8,27
15723,"Wool, Brown",10,9,27
15724,"Wool, Brown",10,10,27
15725,"Wool, Brown",10,11,27
15726,"Wool, Brown",10,12,27
15727,"Wool, Brown",10,13,27
15728,"Wool, Brown",10,14,27
15729,"Wool, Brown",10,15,27
15730,"Wool, Brown",10,4,28
15731,"Wool, Brown",10,5,28
15732,"Wool, Brown",10,6,28
15733,"Wool, Brown",10,7,28
15734,"Wool, Brown",10,8,28
15735,"Wool, Brown",10,9,28
15736,"Wool, Brown",10,10,28
15737,"Wool, Brown",10,11,28
15738,"Wool, Brown",10,12,28
15739,"Wool, Brown",10,13,28
15740,"Wool, Brown",10,14,28
15741,"Wool, Brown",10,15,28
15742,"Wool, Brown",10,3,29
15743,"Wool, Brown",10,4,29
15744,"Wool, Brown",10,5,29
15745,"Wool, Brown",10,6,29
15746,"Wool, Brown",10,7,29
15747,"Wool, Brown",10,8,29
15748,"Wool, Brown",10,9,29
15749,"Wool, Brown",10,10,29
15750,"Wool, Brown",10,11,29
15751,"Wool, Brown",10,12,29
15752,"Wool, Brown",10,13,29
15753,"Wool, Brown",10,14,29
15754,"Wool, Brown",10,15,29
15755,"Wool, Brown",10,16,29
15756,"Wool, Brown",10,2,30
15757,"Wool, Brown",10,3,30
15758,"Wool, Brown",10,4,30
15759,"Wool, Brown",10,5,30
15760,"Wool, Brown",10,6,30
15761,"Wool, Brown",10,7,30
15762,"Wool, Brown",10,8,30
15763,"Wool, Brown",10,9,30
15764,"Wool, Brown",10,10,30
15765,"Wool, Brown",10,11,30
15766,"Wool, Brown",10,12,30
15767,"Wool, Brown",10,13,30
15768,"Wool, Brown",10,14,30
15769,"Wool, Brown",10,15,30
15770,"Wool, Brown",10,16,30
15771,"Wool, Brown",10,17,30
15772,"Wool, Brown",10,0,31
15773,"Wool, Brown",10,1,31
15774,"Wool, Brown",10,2,31
15775,"Wool, Brown",10,3,31
15776,"Wool, Brown",10,4,31
15777,"Wool, Brown",10,5,31
15778,"Wool, Brown",10,6,31
15779,"Wool, Brown",10,7,31
15780,"Wool, Brown",10,8,31
15781,"Wool, Brown",10,9,31
15782,"Wool, Brown",10,10,31
15783,"Wool, Brown",10,11,31
15784,"Wool, Brown",10,12,31
15785,"Wool, Brown",10,13,31
15786,"Wool, Brown",10,14,31
15787,"Wool, Brown",10,15,31
15788,"Wool, Brown",10,16,31
15789,"Wool, Brown",10,17,31
15790,"Wool, Brown",10,18,31
15791,"Wool, Brown",10,0,32
15792,"Wool, Brown",10,1,32
15793,"Wool, Brown",10,2,32
15794,"Wool, Brown",10,3,32
15795,"Wool, Brown",10,4,32
15796,"Wool, Brown",10,5,32
15797,"Wool, Brown",10,6,32
15798,"Wool, Brown",10,7,32
15799,"Wool, Brown",10,8,32
15800,"Wool, Brown",10,9,32
15801,"Wool, Brown",10,10,32
15802,"Wool, Brown",10,11,32
15803,"Wool, Brown",10,12,32
15804,"Wool, Brown",10,13,32
15805,"Wool, Brown",10,14,32
15806,"Wool, Brown",10,15,32
15807,"Wool, Brown",10,16,32
15808,"Wool, Brown",10,17,32
15809,"Wool, Brown",10,18,32
15810,"Wool, Brown",10,19,32
15811,"Wool, Brown",10,-1,33
15812,"Wool, Brown",10,0,33
15813,"Wool, Brown",10,1,33
15814,"Wool, Brown",10,2,33
15815,"Wool, Brown",10,3,33
15816,"Wool, Brown",10,4,33
15817,"Wool, Brown",10,5,33
15818,"Wool, Brown",10,6,33
15819,"Wool, Brown",10,7,33
15820,"Wool, Brown",10,8,33
15821,"Wool, Brown",10,9,33
15822,"Wool, Brown",10,10,33
15823,"Wool, Brown",10,11,33
15824,"Wool, Brown",10,12,33
15825,"Wool, Brown",10,13,33
15826,"Wool, Brown",10,14,33
15827,"Wool, Brown",10,15,33
15828,"Wool, Brown",10,16,33
15829,"Wool, Brown",10,17,33
15830,"Wool, Brown",10,18,33
15831,"Wool, Brown",10,19,33
15832,"Wool, Brown",10,20,33
15833,"Wool, Brown",10,-1,34
15834,"Wool, Brown",10,0,34
15835,"Wool, Brown",10,1,34
15836,"Wool, Brown",10,2,34
15837,"Wool, Brown",10,3,34
15838,"Wool, Brown",10,4,34
15839,"Wool, Brown",10,5,34
15840,"Wool, Brown",10,6,34
15841,"Wool, Brown",10,7,34
15842,"Wool, Brown",10,8,34
15843,"Wool, Brown",10,9,34
15844,"Wool, Brown",10,10,34
15845,"Wool, Brown",10,11,34
15846,"Wool, Brown",10,12,34
15847,"Wool, Brown",10,13,34
15848,"Wool, Brown",10,14,34
15849,"Wool, Brown",10,15,34
15850,"Wool, Brown",10,16,34
15851,"Wool, Brown",10,17,34
15852,"Wool, Brown",10,18,34
15853,"Wool, Brown",10,19,34
15854,"Wool, Brown",10,20,34
15855,"Wool, Brown",10,21,34
15856,"Wool, Brown",10,-1,35
15857,"Wool, Brown",10,0,35
15858,"Wool, Brown",10,1,35
15859,"Wool, Brown",10,2,35
15860,"Wool, Brown",10,3,35
15861,"Wool, Brown",10,4,35
15862,"Wool, Brown",10,5,35
15863,"Wool, Brown",10,6,35
15864,"Wool, Brown",10,7,35
15865,"Wool, Brown",10,8,35
15866,"Wool, Brown",10,9,35
15867,"Wool, Brown",10,10,35
15868,"Wool, Brown",10,11,35
15869,"Wool, Brown",10,12,35
15870,"Wool, Brown",10,13,35
15871,"Wool, Brown",10,14,35
15872,"Wool, Brown",10,15,35
15873,"Wool, Brown",10,16,35
15874,"Wool, Brown",10,17,35
15875,"Wool, Brown",10,18,35
15876,"Wool, Brown",10,19,35
15877,"Wool, Brown",10,20,35
15878,"Wool, Brown",10,21,35
15879,"Wool, Brown",10,-2,36
15880,"Wool, Brown",10,-1,36
15881,"Wool, Brown",10,0,36
15882,"Wool, Brown",10,1,36
15883,"Wool, Brown",10,2,36
15884,"Wool, Brown",10,3,36
15885,"Wool, Brown",10,4,36
15886,"Wool, Brown",10,5,36
15887,"Wool, Brown",10,6,36
15888,"Wool, Brown",10,7,36
15889,"Wool, Brown",10,8,36
15890,"Wool, Brown",10,9,36
15891,"Wool, Brown",10,10,36
15892,"Wool, Brown",10,11,36
15893,"Wool, Brown",10,12,36
15894,"Wool, Brown",10,13,36
15895,"Wool, Brown",10,14,36
15896,"Wool, Brown",10,15,36
15897,"Wool, Brown",10,16,36
15898,"Wool, Brown",10,17,36
15899,"Wool, Brown",10,18,36
15900,"Wool, Brown",10,19,36
15901,"Wool, Brown",10,20,36
15902,"Wool, Brown",10,21,36
15903,"Wool, Brown",10,-2,37
15904,"Wool, Brown",10,-1,37
15905,"Wool, Brown",10,0,37
15906,"Wool, Brown",10,1,37
15907,"Wool, Brown",10,2,37
15908,"Wool, Brown",10,3,37
15909,"Wool, Brown",10,4,37
15910,"Wool, Brown",10,5,37
15911,"Wool, Brown",10,6,37
15912,"Wool, Brown",10,7,37
15913,"Wool, Brown",10,8,37
15914,"Wool, Brown",10,9,37
15915,"Wool, Brown",10,10,37
15916,"Wool, Brown",10,11,37
15917,"Wool, Brown",10,12,37
15918,"Wool, Brown",10,13,37
15919,"Wool, Brown",10,14,37
15920,"Wool, Brown",10,15,37
15921,"Wool, Brown",10,16,37
15922,"Wool, Brown",10,17,37
15923,"Wool, Brown",10,18,37
15924,"Wool, Brown",10,19,37
15925,"Wool, Brown",10,20,37
15926,"Wool, Brown",10,21,37
15927,"Wool, Brown",10,-2,38
15928,"Wool, Brown",10,-1,38
15929,"Wool, Brown",10,0,38
15930,"Wool, Brown",10,1,38
15931,"Wool, Brown",10,2,38
15932,"Wool, Brown",10,3,38
15933,"Wool, Brown",10,4,38
15934,"Wool, Brown",10,5,38
15935,"Wool, Brown",10,6,38
15936,"Wool, Brown",10,7,38
15937,"Wool, Brown",10,8,38
15938,"Wool, Brown",10,9,38
15939,"Wool, Brown",10,10,38
15940,"Wool, Brown",10,11,38
15941,"Wool, Brown",10,12,38
15942,"Wool, Brown",10,13,38
15943,"Wool, Brown",10,14,38
15944,"Wool, Brown",10,15,38
15945,"Wool, Brown",10,16,38
15946,"Wool, Brown",10,17,38
15947,"Wool, Brown",10,18,38
15948,"Wool, Brown",10,19,38
15949,"Wool, Brown",10,20,38
15950,"Wool, Brown",10,21,38
15951,"Wool, Brown",10,-2,39
15952,"Wool, Brown",10,-1,39
15953,"Wool, Brown",10,0,39
15954,"Wool, Brown",10,1,39
15955,"Wool, Brown",10,2,39
15956,"Wool, Brown",10,3,39
15957,"Wool, Brown",10,4,39
15958,"Wool, Brown",10,5,39
15959,"Wool, Brown",10,6,39
15960,"Wool, Brown",10,7,39
15961,"Wool, Brown",10,8,39
15962,"Wool, Brown",10,9,39
15963,"Wool, Brown",10,10,39
15964,"Wool, Brown",10,11,39
15965,"Wool, Brown",10,12,39
15966,"Wool, Brown",10,13,39
15967,"Wool, Brown",10,14,39
15968,"Wool, Brown",10,15,39
15969,"Wool, Brown",10,16,39
15970,"Wool, Brown",10,17,39
15971,"Wool, Brown",10,18,39
15972,"Wool, Brown",10,19,39
15973,"Wool, Brown",10,20,39
15974,"Wool, Brown",10,21,39
15975,"Wool, Brown",10,-2,40
15976,"Wool, Brown",10,-1,40
15977,"Wool, Brown",10,0,40
15978,"Wool, Brown",10,1,40
15979,"Wool, Brown",10,2,40
15980,"Wool, Brown",10,3,40
15981,"Wool, Brown",10,4,40
15982,"Wool, Brown",10,5,40
15983,"Wool, Brown",10,6,40
15984,"Wool, Brown",10,7,40
15985,"Wool, Brown",10,8,40
15986,"Wool, Brown",10,9,40
15987,"Wool, Brown",10,10,40
15988,"Wool, Brown",10,11,40
15989,"Wool, Brown",10,12,40
15990,"Wool, Brown",10,13,40
15991,"Wool, Brown",10,14,40
15992,"Wool, Brown",10,15,40
15993,"Wool, Brown",10,16,40
15994,"Wool, Brown",10,17,40
15995,"Wool, Brown",10,18,40
15996,"Wool, Brown",10,19,40
15997,"Wool, Brown",10,20,40
15998,"Wool, Brown",10,21,40
15999,"Wool, Brown",10,-1,41
16000,"Wool, Brown",10,0,41
16001,"Wool, Brown",10,1,41
16002,"Wool, Brown",10,2,41
16003,"Wool, Brown",10,3,41
16004,"Wool, Brown",10,4,41
16005,"Wool, Brown",10,5,41
16006,"Wool, Brown",10,6,41
16007,"Wool, Brown",10,7,41
16008,"Wool, Brown",10,8,41
16009,"Wool, Brown",10,9,41
16010,"Wool, Brown",10,10,41
16011,"Wool, Brown",10,11,41
16012,"Wool, Brown",10,12,41
16013,"Wool, Brown",10,13,41
16014,"Wool, Brown",10,14,41
16015,"Wool, Brown",10,15,41
16016,"Wool, Brown",10,16,41
16017,"Wool, Brown",10,17,41
16018,"Wool, Brown",10,18,41
16019,"Wool, Brown",10,19,41
16020,"Wool, Brown",10,20,41
16021,"Wool, Brown",10,21,41
16022,"Wool, Brown",10,-1,42
16023,"Wool, Brown",10,0,42
16024,"Wool, Brown",10,1,42
16025,"Wool, Brown",10,2,42
16026,"Wool, Brown",10,3,42
16027,"Wool, Brown",10,4,42
16028,"Wool, Brown",10,5,42
16029,"Wool, Brown",10,6,42
16030,"Wool, Brown",10,7,42
16031,"Wool, Brown",10,8,42
16032,"Wool, Brown",10,9,42
16033,"Wool, Brown",10,10,42
16034,"Wool, Brown",10,11,42
16035,"Wool, Brown",10,12,42
16036,"Wool, Brown",10,13,42
16037,"Wool, Brown",10,14,42
16038,"Wool, Brown",10,15,42
16039,"Wool, Brown",10,16,42
16040,"Wool, Brown",10,17,42
16041,"Wool, Brown",10,18,42
16042,"Wool, Brown",10,19,42
16043,"Wool, Brown",10,20,42
16044,"Wool, Brown",10,21,42
16045,"Wool, Brown",10,-1,43
16046,"Wool, Brown",10,0,43
16047,"Wool, Brown",10,1,43
16048,"Wool, Brown",10,2,43
16049,"Wool, Brown",10,3,43
16050,"Wool, Brown",10,4,43
16051,"Wool, Brown",10,5,43
16052,"Wool, Brown",10,6,43
16053,"Wool, Brown",10,7,43
16054,"Wool, Brown",10,8,43
16055,"Wool, Brown",10,9,43
16056,"Wool, Brown",10,10,43
16057,"Wool, Brown",10,11,43
16058,"Wool, Brown",10,12,43
16059,"Wool, Brown",10,13,43
16060,"Wool, Brown",10,14,43
16061,"Wool, Brown",10,15,43
16062,"Wool, Brown",10,16,43
16063,"Wool, Brown",10,17,43
16064,"Wool, Brown",10,18,43
16065,"Wool, Brown",10,19,43
16066,"Wool, Brown",10,20,43
16067,"Wool, Brown",10,21,43
16068,"Wool, Brown",10,-1,44
16069,"Wool, Brown",10,0,44
16070,"Wool, Brown",10,1,44
16071,"Wool, Brown",10,2,44
16072,"Wool, Brown",10,3,44
16073,"Wool, Brown",10,4,44
16074,"Wool, Brown",10,5,44
16075,"Wool, Brown",10,6,44
16076,"Wool, Brown",10,7,44
16077,"Wool, Brown",10,8,44
16078,"Wool, Brown",10,9,44
16079,"Wool, Brown",10,10,44
16080,"Wool, Brown",10,11,44
16081,"Wool, Brown",10,12,44
16082,"Wool, Brown",10,13,44
16083,"Wool, Brown",10,14,44
16084,"Wool, Brown",10,15,44
16085,"Wool, Brown",10,16,44
16086,"Wool, Brown",10,17,44
16087,"Wool, Brown",10,18,44
16088,"Wool, Brown",10,19,44
16089,"Wool, Brown",10,20,44
16090,"Wool, Brown",10,0,45
16091,"Wool, Brown",10,1,45
16092,"Wool, Brown",10,2,45
16093,"Wool, Brown",10,3,45
16094,"Wool, Brown",10,4,45
16095,"Wool, Brown",10,5,45
16096,"Wool, Brown",10,6,45
16097,"Wool, Brown",10,7,45
16098,"Wool, Brown",10,8,45
16099,"Wool, Brown",10,9,45
16100,"Wool, Brown",10,10,45
16101,"Wool, Brown",10,11,45
16102,"Wool, Brown",10,12,45
16103,"Wool, Brown",10,13,45
16104,"Wool, Brown",10,14,45
16105,"Wool, Brown",10,15,45
16106,"Wool, Brown",10,16,45
16107,"Wool, Brown",10,17,45
16108,"Wool, Brown",10,18,45
16109,"Wool, Brown",10,19,45
16110,"Wool, Brown",10,20,45
16111,"Wool, Brown",10,1,46
16112,"Wool, Brown",10,2,46
16113,"Wool, Brown",10,3,46
16114,"Wool, Brown",10,4,46
16115,"Wool, Brown",10,5,46
16116,"Wool, Brown",10,6,46
16117,"Wool, Brown",10,7,46
16118,"Wool, Brown",10,8,46
16119,"Wool, Brown",10,9,46
16120,"Wool, Brown",10,10,46
16121,"Wool, Brown",10,11,46
16122,"Wool, Brown",10,12,46
16123,"Wool, Brown",10,13,46
16124,"Wool, Brown",10,14,46
16125,"Wool, Brown",10,15,46
16126,"Wool, Brown",10,16,46
16127,"Wool, Brown",10,17,46
16128,"Wool, Brown",10,18,46
16129,"Wool, Brown",10,19,46
16130,"Wool, Brown",10,1,47
16131,"Wool, Brown",10,2,47
16132,"Wool, Brown",10,3,47
16133,"Wool, Brown",10,4,47
16134,"Wool, Brown",10,5,47
16135,"Wool, Brown",10,6,47
16136,"Wool, Brown",10,7,47
16137,"Wool, Brown",10,8,47
16138,"Wool, Brown",10,9,47
16139,"Wool, Brown",10,10,47
16140,"Wool, Brown",10,11,47
16141,"Wool, Brown",10,12,47
16142,"Wool, Brown",10,13,47
16143,"Wool, Brown",10,14,47
16144,"Wool, Brown",10,15,47
16145,"Wool, Brown",10,16,47
16146,"Wool, Brown",10,17,47
16147,"Wool, Brown",10,18,47
16148,"Wool, Brown",10,2,48
16149,"Wool, Brown",10,3,48
16150,"Wool, Brown",10,4,48
16151,"Wool, Brown",10,5,48
16152,"Wool, Brown",10,6,48
16153,"Wool, Brown",10,7,48
16154,"Wool, Brown",10,8,48
16155,"Wool, Brown",10,9,48
16156,"Wool, Brown",10,10,48
16157,"Wool, Brown",10,11,48
16158,"Wool, Brown",10,12,48
16159,"Wool, Brown",10,13,48
16160,"Wool, Brown",10,14,48
16161,"Wool, Brown",10,15,48
16162,"Wool, Brown",10,16,48
16163,"Wool, Brown",10,17,48
16164,"Wool, Brown",10,3,49
16165,"Wool, Brown",10,4,49
16166,"Wool, Brown",10,5,49
16167,"Wool, Brown",10,6,49
16168,"Wool, Brown",10,7,49
16169,"Wool, Brown",10,8,49
16170,"Wool, Brown",10,9,49
16171,"Wool, Brown",10,10,49
16172,"Wool, Brown",10,11,49
16173,"Wool, Brown",10,12,49
16174,"Wool, Brown",10,13,49
16175,"Wool, Brown",10,14,49
16176,"Wool, Brown",10,15,49
16177,"Wool, Brown",10,16,49
16178,"Wool, Brown",10,4,50
16179,"Wool, Brown",10,5,50
16180,"Wool, Brown",10,6,50
16181,"Wool, Brown",10,7,50
16182,"Wool, Brown",10,8,50
16183,"Wool, Brown",10,9,50
16184,"Wool, Brown",10,10,50
16185,"Wool, Brown",10,11,50
16186,"Wool, Brown",10,12,50
16187,"Wool, Brown",10,13,50
16188,"Wool, Brown",10,14,50
16189,"Wool, Brown",10,15,50
16190,"Wool, Brown",10,5,51
16191,"Wool, Brown",10,6,51
16192,"Wool, Brown",10,7,51
16193,"Wool, Brown",10,8,51
16194,"Wool, Brown",10,9,51
16195,"Wool, Brown",10,10,51
16196,"Wool, Brown",10,11,51
16197,"Wool, Brown",10,12,51
16198,"Wool, Brown",10,13,51
16199,"Wool, Brown",10,14,51
16200,"Wool, Brown",10,7,52
16201,"Wool, Brown",10,8,52
16202,"Wool, Brown",10,9,52
16203,"Wool, Brown",10,10,52
16204,"Wool, Brown",10,11,52
16205,"Wool, Brown",10,12,52
16206,"Wool, Brown",10,13,52
16207,"Wool, Brown",10,8,53
16208,"Wool, Brown",10,9,53
16209,"Wool, Brown",10,10,53
16210,"Wool, Brown",10,11,53
16211,"Wool, Brown",10,12,53
16212,"Wool, Brown",10,9,54
16213,"Wool, Brown",10,10,54
16214,"Wool, Brown",10,11,54
16215,"Wool, Brown",11,9,24
16216,"Wool, Brown",11,10,24
16217,"Wool, Brown",11,11,24
16218,"Wool, Brown",11,7,25
16219,"Wool, Brown",11,8,25
16220,"Wool, Brown",11,9,25
16221,"Wool, Brown",11,10,25
16222,"Wool, Brown",11,11,25
16223,"Wool, Brown",11,12,25
16224,"Wool, Brown",11,13,25
16225,"Wool, Brown",11,6,26
16226,"Wool, Brown",11,7,26
16227,"Wool, Brown",11,8,26
16228,"Wool, Brown",11,9,26
16229,"Wool, Brown",11,10,26
16230,"Wool, Brown",11,11,26
16231,"Wool, Brown",11,12,26
16232,"Wool, Brown",11,13,26
16233,"Wool, Brown",11,14,26
16234,"Wool, Brown",11,5,27
16235,"Wool, Brown",11,6,27
16236,"Wool, Brown",11,7,27
16237,"Wool, Brown",11,8,27
16238,"Wool, Brown",11,9,27
16239,"Wool, Brown",11,10,27
16240,"Wool, Brown",11,11,27
16241,"Wool, Brown",11,12,27
16242,"Wool, Brown",11,13,27
16243,"Wool, Brown",11,14,27
16244,"Wool, Brown",11,15,27
16245,"Wool, Brown",11,4,28
16246,"Wool, Brown",11,5,28
16247,"Wool, Brown",11,6,28
16248,"Wool, Brown",11,7,28
